ORG_UNIT_NO,FULL_NAME,Postal Address,Physical Address,Email,Phone,Fax,Contact,Portfolio,Enrolment,Description
204,Kersbrook Primary School,,"Bowden Street, Kersbrook SA 5231",dl.0204.Admin@schools.sa.edu.au,(08) 8389 3068,(08) 8389 3346,Ms Jillian Gurner,6,71,Primary Schools
205,Keyneton Primary School,"PO Box 90, Keyneton SA 5353","Henschke Road, Keyneton SA 5353",dl.0205.Admin@schools.sa.edu.au,(08) 8564 8258,(08) 8564 8332,Ms Catherine Hull,11,38,Primary Schools
996,Kidman Park Primary School,,"1 Dean Avenue, Kidman Park SA 5025",dl.0996.Admin@schools.sa.edu.au,(08) 8353 2444,(08) 8235 1357,Mr John Clarke,8,451,Primary Schools
207,Kilkenny Primary School,,"Jane Street, West Croydon SA 5008",dl.0207.Admin@schools.sa.edu.au,(08) 8345 4138,(08) 8445 8206,Mr Peter Dunstan,9,409,Primary Schools
209,Kingston-on-Murray Primary School,"c/- Post Office, Kingston on Murray SA 5331","East Terrace, Kingston on Murray SA 5331",dl.0209.Admin@schools.sa.edu.au,(08) 8583 0239,(08) 8583 0341,Ms Natalie Coote,1,24,Primary Schools
899,Kirton Point Primary School,"PO Box 461, Port Lincoln SA 5606","Matthew Place, Port Lincoln SA 5606",dl.0899.Admin@schools.sa.edu.au,(08) 8682 1003,(08) 8682 6266,Ms Heather Curtis,18,197,Primary Schools
898,Klemzig Primary School,,"2 Hay Street, Klemzig SA 5087",dl.0898.Admin@schools.sa.edu.au,(08) 8261 1944,(08) 8266 2132,Ms Michele Smith,5,189,Primary Schools
211,Kongorong Primary School,"PO Box 9494, Mount Gambier West SA 5291","34 School Road, Kongorong SA 5291",dl.0211.Admin@schools.sa.edu.au,(08) 8738 9231,(08) 8738 9217,Ms Michelle Hunt,14,54,Primary Schools
212,Koolunga Primary School,"PO Box 34, Koolunga SA 5464",Koolunga SA 5464,dl.0212.Admin@schools.sa.edu.au,(08) 8846 6052,(08) 8846 6025,Mr Ronnie Alderman,2,20,Primary Schools
563,Lake Wangary Primary School,"c/- Post Office, Wangary SA 5607","Third Street, Wangary SA 5607",dl.0563.Admin@schools.sa.edu.au,(08) 8685 4137,(08) 8685 4030,Ms Sandra Spencer,18,76,Primary Schools
1908,Lake Windemere B-7 School,,"17 Uraidla Avenue, Salisbury North SA 5108",dl.1908.Admin@schools.sa.edu.au,(08) 8258 0666,(08) 8281 5850,Ms Michelle Lennox,5,566,Primary Schools
219,Largs Bay School,,"215 Fletcher Road, Largs Bay SA 5016",dl.0219.Admin@schools.sa.edu.au,(08) 8449 2000,(08) 8449 8949,Mr Michael Tate,10,482,Primary Schools
220,Laura Primary School,,"East Terrace, Laura SA 5480",dl.0220.Admin@schools.sa.edu.au,(08) 8663 2543,(08) 8663 2233,Ms Prudence Hunter,19,58,Primary Schools
221,Le Fevre Peninsula Primary School,,"Shorney Street, Birkenhead SA 5015",dl.0221.Admin@schools.sa.edu.au,(08) 8449 6417,(08) 8449 7227,Mr Mark McKenzie,10,380,Primary Schools
136,Lenswood Primary School,,"1554 Lobethal Road, Lenswood SA 5240",dl.0136.Admin@schools.sa.edu.au,(08) 8389 8278,(08) 8389 8552,Ms Leah Kennewell,12,78,Primary Schools
223,Light Pass Primary School,"PO Box 36, Light Pass SA 5355","395 Light Pass Road, Light Pass SA 5355",dl.0223.Admin@schools.sa.edu.au,(08) 8562 1024,(08) 8562 1389,Mrs Vicky Ireland,11,49,Primary Schools
1158,Lincoln Gardens Primary School,"PO Box 1786, Port Lincoln SA 5606","Barley Road, Port Lincoln SA 5606",dl.1158.Admin@schools.sa.edu.au,(08) 8682 6277,(08) 8682 6310,Mr Samuel Winters,18,75,Primary Schools
647,Linden Park Primary School,,"14 Hay Road, Linden Park SA 5065",dl.0647.Admin@schools.sa.edu.au,(08) 8379 2171,(08) 8338 2507,Ms Vicki Porter,7,951,Primary Schools
225,Littlehampton Primary School,,"16-30 Baker Street, Littlehampton SA 5250",dl.0225.Admin@schools.sa.edu.au,(08) 8391 1194,(08) 8398 2154,Ms Jenny Lewis,12,430,Primary Schools
227,Lobethal Primary School,,"1 School Road, Lobethal SA 5241",dl.0227.Admin@schools.sa.edu.au,(08) 8389 6419,(08) 8389 6448,Ms Toni Burford,6,157,Primary Schools
911,Lockleys North Primary School,,"55 Malurus Avenue, Lockleys SA 5032",dl.0911.Admin@schools.sa.edu.au,(08) 8443 5544,(08) 8234 2576,Mr Tyson Grinham,10,456,Primary Schools
231,Lockleys Primary School,,"29 Elston Street, Brooklyn Park SA 5032",dl.0231.Admin@schools.sa.edu.au,(08) 8443 6103,(08) 8234 2448,Ms Fione Love,10,125,Primary Schools
1133,Long Street Primary School,,"Eyre Avenue, Whyalla Norrie SA 5608",dl.1133.Admin@schools.sa.edu.au,(08) 8645 8303,(08) 8645 1787,Mr Bryan Rotherham,20,325,Primary Schools
1098,Lonsdale Heights Primary School,,"25 Sunningdale Drive, Christie Downs SA 5164",dl.1098.Admin@schools.sa.edu.au,(08) 8382 8206,(08) 8384 8394,Mr Keith Beal,16,120,Primary Schools
678,Loxton North Primary School,"c/- Post Office, Loxton North SA 5333","Balfour-Ogilvy Road, Loxton North SA 5333",dl.0678.Admin@schools.sa.edu.au,(08) 8584 1369,(08) 8584 1336,Ms Vanessa Wainwright,1,54,Primary Schools
760,Loxton Primary School,"PO Box 496, Loxton SA 5333","Pyap Street, Loxton SA 5333",dl.0760.Admin@schools.sa.edu.au,(08) 8584 7408,(08) 8584 6493,Ms Janette Slape,1,372,Primary Schools
237,Lyndoch Primary School,,"Margaret Street, Lyndoch SA 5351",dl.0237.Admin@schools.sa.edu.au,(08) 8524 4172,(08) 8524 4763,Mr Ken Randall,11,140,Primary Schools
239,Macclesfield Primary School,,"Luck Street, Macclesfield SA 5153",dl.0239.Admin@schools.sa.edu.au,(08) 8388 9338,(08) 8388 9028,Ms Lynne Noll,12,79,Primary Schools
649,Madison Park School,,"19 Lincoln Avenue, Salisbury East SA 5109",dl.0649.Admin@schools.sa.edu.au,(08) 8258 3320,(08) 8281 5852,Mr Michael Washington,4,248,Primary Schools
1213,Magill School,,"Adelaide Street, Magill SA 5072",dl.1213.Admin@schools.sa.edu.au,(08) 8331 9422,(08) 8431 5572,Ms Di Fletcher,7,809,Primary Schools
241,Mallala Primary School,,"28 Owen Road, Mallala SA 5502",dl.0241.Admin@schools.sa.edu.au,(08) 8527 2240,(08) 8527 2028,Ms Sharon Okmasich,11,159,Primary Schools
245,Manoora Primary School,,"3 Weymouth Street, Manoora SA 5414",dl.0245.Admin@schools.sa.edu.au,(08) 8848 4304,(08) 8848 4215,Ms Tracy Griffin,11,27,Primary Schools
993,Marion Primary School,,"2-22 Malcolm Avenue, Marion SA 5043",dl.0993.Admin@schools.sa.edu.au,(08) 8277 2293,(08) 8374 0957,Ms Cheryl Ross,16,161,Primary Schools
249,Marryatville Primary School,,"Dankel Avenue, Kensington SA 5068",dl.0249.Admin@schools.sa.edu.au,(08) 8332 0501,(08) 8332 4947,Ms Angela Falkenberg,8,557,Primary Schools
987,Mawson Lakes School,"PO Box 6, Pooraka SA 5095","Garden Terrace, Mawson Lakes SA 5095",dl.0987.Admin@schools.sa.edu.au,(08) 8260 1681,(08) 8260 2957,Mr David Cowles,3,792,Primary Schools
1021,McDonald Park School,,"57 North Terrace, Mount Gambier SA 5290",dl.1021.Admin@schools.sa.edu.au,(08) 8724 9811,(08) 8725 0254,Mrs Kirsty Trahar,14,607,Primary Schools
250,McLaren Flat Primary School,,"49 Main Road, McLaren Flat SA 5171",dl.0250.Admin@schools.sa.edu.au,(08) 8383 0143,(08) 8383 0225,Mr Stuart Hage,12,218,Primary Schools
251,McLaren Vale Primary School,,"Caffrey Street, McLaren Vale SA 5171",dl.0251.Admin@schools.sa.edu.au,(08) 8323 8741,(08) 8323 9238,Ms Lyn Langeluddecke,12,491,Primary Schools
252,Meadows Primary School,,"Mawson Road, Meadows SA 5201",dl.0252.Admin@schools.sa.edu.au,(08) 8388 3216,(08) 8388 3405,Ms Judy McPherson,12,125,Primary Schools
1020,Melaleuca Park Primary School,,"Boandik Terrace, Mount Gambier SA 5290",dl.1020.Admin@schools.sa.edu.au,(08) 8725 1404,(08) 8725 0297,Ms Lynette Corletto,14,160,Primary Schools
253,Melrose Primary School,"c/- Post Office, Melrose SA 5483","29 Stuart Street, Melrose SA 5483",dl.0253.Admin@schools.sa.edu.au,(08) 8666 2154,(08) 8666 2001,Ms Gail Murphy,19,21,Primary Schools
479,Memorial Oval Primary School,,"Bradford Street, Whyalla SA 5600",dl.0479.Admin@schools.sa.edu.au,(08) 8645 7991,(08) 8645 1812,Ms Tracey Ward,20,293,Primary Schools
265,Mil Lel Primary School,"PO Box 8124, Mount Gambier East SA 5291","465 Kennedy Avenue, Mil-Lel SA 5291",dl.0265.Admin@schools.sa.edu.au,(08) 8725 5883,(08) 8725 0802,Ms Suzanne Ricketts,14,99,Primary Schools
605,Millicent North Primary School,,"Second Street, Millicent SA 5280",dl.0605.Admin@schools.sa.edu.au,(08) 8733 2555,(08) 8733 2333,Mr Graham Slarks,14,221,Primary Schools
270,Mitcham Primary School,,"Hillview Road, Kingswood SA 5062",dl.0270.Admin@schools.sa.edu.au,(08) 8271 2227,(08) 8373 3015,Ms Maryanne Tiller,13,728,Primary Schools
1071,Moana Primary School,,"Schooner Road, Seaford SA 5169",dl.1071.Admin@schools.sa.edu.au,(08) 8386 1144,(08) 8386 3402,Ms Cindy McGarry,17,495,Primary Schools
272,Modbury School Preschool to Year 7,,"2-18 Golden Grove Road, Modbury North SA 5092",dl.0272.Admin@schools.sa.edu.au,(08) 8264 2027,(08) 8396 1704,Ms Maria Ttikirou,4,171,Primary Schools
1047,Modbury South Primary School,"PO Box 42, Hope Valley SA 5090","Dampier Avenue, Hope Valley SA 5090",dl.1047.Admin@schools.sa.edu.au,(08) 8264 3527,(08) 8396 1705,Ms Sharon Robertson,4,171,Primary Schools
1210,Modbury West School,,"450-474 Wright Road, Modbury SA 5092",dl.1210.Admin@schools.sa.edu.au,(08) 8265 0900,(08) 8396 1712,Ms Deb Hancock,4,409,Primary Schools
274,Monash Primary School,"PO Box 24, Monash SA 5342","22 Jackson Street, Monash SA 5342",dl.0274.Admin@schools.sa.edu.au,(08) 8583 5361,(08) 8583 5510,Mr Brenton Chapman,1,212,Primary Schools
279,Moorak Primary School,"PO Box 961, Mount Gambier SA 5290","171 Yells Road, Moorak SA 5291",dl.0279.Admin@schools.sa.edu.au,(08) 8726 6261,(08) 8726 6225,Mr Peter Mitchinson,14,99,Primary Schools
280,Moorook Primary School,"PO Box 36, Moorook SA 5332","Wachtel Rd, Moorook SA 5332",dl.0280.Admin@schools.sa.edu.au,(08) 8583 9284,(08) 8583 9201,Ms Sonya Warren,1,33,Primary Schools
282,Morgan Primary School,,"Fourth Street, Morgan SA 5320",dl.0282.Admin@schools.sa.edu.au,(08) 8540 2102,(08) 8540 2217,Ms Kellie Zadow,1,33,Primary Schools
1188,Morphett Vale East School R-7,,"Monarch Street, Morphett Vale SA 5162",dl.1188.Admin@schools.sa.edu.au,(08) 8382 4311,(08) 8326 3513,Ms Carolyn Mildrum,17,285,Primary Schools
1906,Morphett Vale Primary School,,"Lawrence Street, Morphett Vale SA 5162",dl.1906.Admin@schools.sa.edu.au,(08) 8186 5064,(08) 8326 3521,Ms Rachel McLennan,17,276,Primary Schools
285,Mount Barker Primary School,,"2A Dumas Street, Mount Barker SA 5251",dl.0285.Admin@schools.sa.edu.au,(08) 8391 1241,(08) 8391 4208,Ms Michele Duthy,12,425,Primary Schools
1539,Mount Barker South Primary School,,"33-45 Princes Road, Mount Barker SA 5251",dl.1539.Admin@schools.sa.edu.au,(08) 8391 1197,(08) 8391 0912,Ms Catherine Cox-Walliss,12,208,Primary Schools
288,Mount Burr Primary School,,"Thomas Drive, Mount Burr SA 5279",dl.0288.Admin@schools.sa.edu.au,(08) 8734 8387,(08) 8734 8147,Mrs Anne-Marie Fitzgerald,14,56,Primary Schools
953,Mount Gambier North Primary School,,"Heath Street, Mount Gambier SA 5290",dl.0953.Admin@schools.sa.edu.au,(08) 8725 2824,(08) 8725 0029,Ms Jane Turner,14,337,Primary Schools
293,Mount Pleasant Primary School,,"22 Hospital Road, Mount Pleasant SA 5235",dl.0293.Admin@schools.sa.edu.au,(08) 8568 2170,(08) 8568 2516,Mr Anthony Wrigley,6,50,Primary Schools
1650,Mulga Street Primary School,,"Mulga Street, Mount Gambier SA 5290",dl.1650.Admin@schools.sa.edu.au,(08) 8725 9955,(08) 8725 0080,Mrs Janine Milsop,14,389,Primary Schools
297,Mundulla Primary School,,"Kennedy Street, Mundulla SA 5270",dl.0297.Admin@schools.sa.edu.au,(08) 8753 4064,(08) 8753 4191,Ms Beth Muirhead,15,61,Primary Schools
1482,Munno Para Primary School,,"Maltarra Road, Munno Para SA 5115",dl.1482.Admin@schools.sa.edu.au,(08) 8254 8322,(08) 8254 9231,Ms Belinda Kopania,4,340,Primary Schools
299,Murray Bridge North School R-7,,"1 North Terrace, Murray Bridge SA 5253",dl.0299.Admin@schools.sa.edu.au,(08) 8532 3055,(08) 8531 0004,Mr Kevin Lee,15,552,Primary Schools
950,Murray Bridge South Primary School,,"54 Joyce Street, Murray Bridge SA 5253",dl.0950.Admin@schools.sa.edu.au,(08) 8532 2155,(08) 8531 0083,Mr Graham Alder,15,324,Primary Schools
301,Mylor Primary School,,"220 Strathalbyn Road, Mylor SA 5153",dl.0301.Admin@schools.sa.edu.au,(08) 8388 5345,(08) 8388 5701,Miss Ngari Boehm,12,54,Primary Schools
302,Mypolonga Primary School,,"Williams Street, Mypolonga SA 5254",dl.0302.Admin@schools.sa.edu.au,(08) 8535 4191,(08) 8535 4160,Ms Rita O'Brien,15,132,Primary Schools
303,Myponga Primary School,,"Hutchinson Street, Myponga SA 5202",dl.0303.Admin@schools.sa.edu.au,(08) 8558 6267,(08) 8558 6001,Mr Shaun Betts,12,121,Primary Schools
305,Nailsworth Primary School,,"2 Balfour Street, Nailsworth SA 5083",dl.0305.Admin@schools.sa.edu.au,(08) 8269 4622,(08) 8269 5330,Mrs Sharron Ward,7,551,Primary Schools
306,Nairne Primary School,"PO Box 105, Nairne SA 5252","5 Saleyard Road, Nairne SA 5252",dl.0306.Admin@schools.sa.edu.au,(08) 8388 6116,(08) 8388 6931,Ms Leesa Shepherd,12,468,Primary Schools
592,Nangwarry Primary School,,"Whitford Crescent, Nangwarry SA 5277",dl.0592.Admin@schools.sa.edu.au,(08) 8739 7241,(08) 8739 7292,Mrs Karyn Prelc,14,54,Primary Schools
308,Napperby Primary School,"PMB 13, Port Pirie SA 5540","Oaks Road, Napperby SA 5540",dl.0308.Admin@schools.sa.edu.au,(08) 8634 4309,(08) 8634 4075,Mr David Manuel,19,54,Primary Schools
309,Naracoorte Primary School,"PO Box 534, Naracoorte SA 5271","Park Terrace, Naracoorte SA 5271",dl.0309.Admin@schools.sa.edu.au,(08) 8762 2277,(08) 8762 1677,Mr David Adams,15,449,Primary Schools
936,Naracoorte South Primary School,"PO Box 746, Naracoorte SA 5271","Cedar Avenue, Naracoorte SA 5271",dl.0936.Admin@schools.sa.edu.au,(08) 8762 2977,(08) 8762 1681,Ms Kirsty Lush,15,209,Primary Schools
970,Newbery Park Primary School,,"Bridges Street, Millicent SA 5280",dl.0970.Admin@schools.sa.edu.au,(08) 8733 2864,(08) 8733 2377,Mr Stuart Miller,14,130,Primary Schools
677,Nicolson Avenue Primary School,,"Nicolson Avenue, Whyalla Norrie SA 5608",dl.0677.Admin@schools.sa.edu.au,(08) 8645 8685,(08) 8645 2237,Mrs Julie Moretti,20,482,Primary Schools
1068,Noarlunga Downs Primary School,,"Canterbury Crescent, Noarlunga Downs SA 5168",dl.1068.Admin@schools.sa.edu.au,(08) 8384 4395,(08) 8326 3519,Ms Gaynor Steele,16,137,Primary Schools
179,North Adelaide Primary School,,"62-80 Tynte Street, North Adelaide SA 5006",dl.0179.Admin@schools.sa.edu.au,(08) 8267 1644,(08) 8267 1287,Ms Rebecca Pears,7,313,Primary Schools
1375,North Haven School,,"Tapping Crescent, North Haven SA 5018",dl.1375.Admin@schools.sa.edu.au,(08) 8248 3011,(08) 8341 8214,Mr Peter Allison,10,299,Primary Schools
1183,North Ingle School,"PO Box 96, Para Hills SA 5096","7 Rothwell Avenue, Ingle Farm SA 5098",dl.1183.Admin@schools.sa.edu.au,(08) 8264 7498,(08) 8396 1778,Ms Dina Zunis,6,132,Primary Schools
314,Northfield Primary School,,"North Avenue, Northfield SA 5085",dl.0314.Admin@schools.sa.edu.au,(08) 8262 2607,(08) 8349 7830,Ms Donna Beaney,5,333,Primary Schools
316,Norton Summit Primary School,,"15 Crescent Drive, Norton Summit SA 5136",dl.0316.Admin@schools.sa.edu.au,(08) 8390 1771,(08) 8390 1063,Mr Bill Lewis,12,77,Primary Schools
131,Norwood Primary School,,"37 Osmond Terrace, Norwood SA 5067",dl.0131.Admin@schools.sa.edu.au,(08) 8362 4666,(08) 8362 0102,Ms Nicola Brelsford,8,403,Primary Schools
318,Nuriootpa Primary School,,"15 Buna Terrace, Nuriootpa SA 5355",dl.0318.Admin@schools.sa.edu.au,(08) 8562 1040,(08) 8562 1958,Ms Jill Hess,11,327,Primary Schools
313,Old Noarlunga Primary School,"PO Box 69, Old Noarlunga SA 5168","Malpas Street, Old Noarlunga SA 5168",dl.0313.Admin@schools.sa.edu.au,(08) 8386 2093,(08) 8386 3587,Ms Rebecca Moore,17,118,Primary Schools
322,One Tree Hill Primary School,,"McGilp Road, One Tree Hill SA 5114",dl.0322.Admin@schools.sa.edu.au,(08) 8280 7027,(08) 8280 7520,Ms Sharyn Roberts,6,224,Primary Schools
1060,O'Sullivan Beach Primary School,,"51 Galloway Road, O'Sullivan Beach SA 5166",dl.1060.Admin@schools.sa.edu.au,(08) 8382 5888,(08) 8326 3578,Mrs Debbie Grzeczkowski,16,191,Primary Schools
325,Owen Primary School,"c/- Post Office, Owen SA 5460","Fourth Street, Owen SA 5460",dl.0325.Admin@schools.sa.edu.au,(08) 8528 6116,(08) 8528 6004,Mr Liam Whitwell,11,56,Primary Schools
593,Padthaway Primary School,,"Vogelsang Road, Padthaway SA 5271",dl.0593.Admin@schools.sa.edu.au,(08) 8765 5028,(08) 8765 5109,Ms Olivia English,15,60,Primary Schools
326,Palmer Primary School,,"Olive Grove Avenue, Palmer SA 5237",dl.0326.Admin@schools.sa.edu.au,(08) 8569 4050,(08) 8569 4124,Ms Lauren Poole,15,24,Primary Schools
935,Para Hills School P-7,"PO Box 240, Para Hills SA 5096","2 Frances Avenue, Para Hills SA 5096",dl.0935.Admin@schools.sa.edu.au,(08) 8264 2033,(08) 8396 1934,Mr Peter Reid,6,266,Primary Schools
1045,Para Hills West Primary School,,"21 Balkara Road, Para Hills West SA 5096",dl.1045.Admin@schools.sa.edu.au,(08) 8258 2216,(08) 8281 5837,Mr Richard Noack,6,212,Primary Schools
1048,Para Vista Primary School,,"351 Montague Road, Para Vista SA 5093",dl.1048.Admin@schools.sa.edu.au,(08) 8264 9588,(08) 8396 1987,Ms Terena Pope,6,258,Primary Schools
327,Paracombe Primary School,,"4 Harvey Road, Paracombe SA 5132",dl.0327.Admin@schools.sa.edu.au,(08) 8380 5216,(08) 8380 5620,Mr Bill Lewis,6,72,Primary Schools
973,Paradise Primary School,,"100 George Street, Paradise SA 5075",dl.0973.Admin@schools.sa.edu.au,(08) 8336 3155,(08) 8336 9323,Mr Shane Misso,8,144,Primary Schools
537,Parafield Gardens R-7 School,,"23 Shepherdson Road, Parafield Gardens SA 5107",dl.0537.Admin@schools.sa.edu.au,(08) 8258 1816,(08) 8281 5857,Mr Simon Harding,3,598,Primary Schools
668,Paringa Park Primary School,,"21 Bowker Street, North Brighton SA 5048",dl.0668.Admin@schools.sa.edu.au,(08) 8296 8904,(08) 8296 9401,Mr Philip Reid,10,461,Primary Schools
328,Parkside Primary School,,"12 Robsart Street, Parkside SA 5063",dl.0328.admin@schools.sa.edu.au,(08) 8271 2437,(08) 8373 3075,Ms Suzanne Sangster,7,371,Primary Schools
337,Pennington School R-7,,"Butler Avenue, Pennington SA 5013",dl.0337.Admin@schools.sa.edu.au,(08) 8447 1933,(08) 8447 5575,Ms Georgina Grinsted,9,334,Primary Schools
763,Penola Primary School,"PO Box 125, Penola SA 5277","Riddoch Street, Penola SA 5277",dl.0763.Admin@schools.sa.edu.au,(08) 8737 2300,(08) 8737 2877,Mr Paul Harmer,14,182,Primary Schools
338,Penong Primary School,,"Eyre Highway, Penong SA 5690",dl.0338.Admin@schools.sa.edu.au,(08) 8625 1017,(08) 8625 1009,Mrs Karen Murray,18,25,Primary Schools
, Coorabie Rural School-Annexe of Penong PS,"PMB 2, Coorabie SA 5690",Coorabie SA 5690,dl.0731.Admin@schools.sa.edu.au,(08) 8625 6154,(08) 8625 6105,Mrs Karen Murray,9,,Primary Schools
339,Peterborough Primary School,,"75 Bridges Street, Peterborough SA 5422",dl.0339.Admin@schools.sa.edu.au,(08) 8651 2102,(08) 8651 2921,Ms Maree-Anne Tyas,19,79,Primary Schools
, Peterborough Primary School - Yunta Campus,"c/- Post Office, Yunta SA 5440","Railway Terrace, Yunta SA 5440",dl.0644.Admin@schools.sa.edu.au,(08) 8650 5026,(08) 8650 5020,Ms Maree-Anne Tyas,19,,Primary Schools
1059,Pimpala Primary School,,"24 Vanstone Avenue, Morphett Vale SA 5162",dl.1059.Admin@schools.sa.edu.au,(08) 8326 0900,(08) 8326 3526,Mr Ken Smith,17,455,Primary Schools
764,Pinnaroo Primary School,,"Bundey Terrace, Pinnaroo SA 5304",dl.0764.Admin@schools.sa.edu.au,(08) 8577 8176,(08) 8577 8352,Mr Sunyl Vogt,15,76,Primary Schools
1879,Playford Primary School,,"216-220 Adams Road, Craigmore SA 5114",dl.1879_info@schools.sa.edu.au,(08) 8284 3065,(08) 8284 3061,Mr Dean Clark,6,749,Primary Schools
346,Plympton Primary School,,"19 Owen Street, Plympton SA 5038",dl.0346.Admin@schools.sa.edu.au,(08) 8293 1227,(08) 8297 1582,Ms Sallyann Geddes,10,364,Primary Schools
351,Poonindie Community Learning Centre,"Private Mail Bag 94, Port Lincoln SA 5607","1-25 Hirschausen Road, Poonindie SA 5607",dl.0351.Admin@schools.sa.edu.au,(08) 8684 6067,(08) 8684 6057,Mrs Robyn Kenny,18,78,Primary Schools
352,Pooraka Primary School,,"11 South Terrace, Pooraka SA 5095",dl.0352.Admin@schools.sa.edu.au,(08) 8262 1010,(08) 8349 7838,Ms Alison Thomson,6,271,Primary Schools
355,Port Augusta West Primary School,,"46 Mildred Street, Port Augusta West SA 5700",dl.0355.Admin@schools.sa.edu.au,(08) 8642 2637,(08) 8642 3432,Mr Roy Winther,20,292,Primary Schools
356,Port Elliot Primary School,,"4 Cameron Street, Port Elliot SA 5212",dl.0356.Admin@schools.sa.edu.au,(08) 8554 3399,(08) 8554 2444,Mr Brenton Hudson,13,384,Primary Schools
1277,Port Lincoln Junior Primary School,"PO Box 1785, Port Lincoln SA 5606","Adelaide Place, Port Lincoln SA 5606",dl.1277.Admin@schools.sa.edu.au,(08) 8682 1226,(08) 8682 5866,Ms Kathy Davison,18,329,Primary Schools
359,Port Lincoln Primary School,"PO Box 2178, Port Lincoln SA 5606","Lincoln Place, Port Lincoln SA 5606",dl.0359.Admin@schools.sa.edu.au,(08) 8682 1544,(08) 8682 6263,Ms Teleah Wilson,18,501,Primary Schools
361,Port Neill Primary School,"Box 64, Port Neill SA 5604","Wallis Street, Port Neill SA 5604",dl.0361.Admin@schools.sa.edu.au,(08) 8688 9029,(08) 8688 9128,Mr David Elson,18,5,Primary Schools
362,Port Noarlunga Primary School,,"10 James Avenue, Port Noarlunga SA 5167",dl.0362.Admin@schools.sa.edu.au,(08) 8382 2455,(08) 8326 3530,Ms Heather Walker,17,428,Primary Schools
363,Port Pirie West Primary School,,"214 The Terrace, Port Pirie SA 5540",dl.0363.Admin@schools.sa.edu.au,(08) 8632 3777,(08) 8632 5062,Mr Chris Heading,19,243,Primary Schools
366,Port Wakefield Primary School,,"22 Mine Street, Port Wakefield SA 5550",dl.0366.Admin@schools.sa.edu.au,(08) 8867 1012,(08) 8867 1001,Ms Jennifer Gordon,11,73,Primary Schools
570,Prospect North Primary School,,"30 Stuart Road, Prospect SA 5082",dl.0570.Admin@schools.sa.edu.au,(08) 8344 4604,(08) 8344 3697,Mr Michael Hosking,7,303,Primary Schools
368,Prospect Primary School,,"27 Gladstone Road, Prospect SA 5082",dl.0368.Admin@schools.sa.edu.au,(08) 8344 5696,(08) 8344 2993,Ms Karen Duval,7,476,Primary Schools
372,Ramco Primary School,"PMB 16, Waikerie SA 5330",Ramco SA 5322,dl.0372.Admin@schools.sa.edu.au,(08) 8541 2984,(08) 8541 2756,Mr Robert Smyth,1,62,Primary Schools
650,Rapid Bay Primary School,"c/- Post Office, Rapid Bay SA 5204","Essington Lewis Drive, Rapid Bay SA 5204",dl.0650.Admin@schools.sa.edu.au,(08) 8598 4062,(08) 8598 4116,Mr Mark Shadiac,13,32,Primary Schools
1090,Redwood Park Primary School,"PO Box 909, St Agnes SA 5097","2-10 Lokan Street, Redwood Park SA 5097",dl.1090.Admin@schools.sa.edu.au,(08) 8263 8333,(08) 8396 1713,Mrs Winsome Dowdy,3,434,Primary Schools
290,Reidy Park Primary School,,"O'Halloran Terrace, Mount Gambier SA 5290",dl.0290.Admin@schools.sa.edu.au,(08) 8725 3381,(08) 8725 0576,Ms Christine Sheldon,14,585,Primary Schools
375,Rendelsham Primary School,"c/- Post Office, Rendelsham SA 5280","Nilsson Street, Rendelsham SA 5280",dl.0375.Admin@schools.sa.edu.au,(08) 8735 4236,(08) 8735 4296,Ms Sandra Stewart,14,25,Primary Schools
377,Renmark North Primary School,"PMB 2, Renmark SA 5341","Warrego Street, Renmark North SA 5341",dl.0377.Admin@schools.sa.edu.au,(08) 8595 3274,(08) 8595 3003,Ms Mary Shannon,1,157,Primary Schools
376,Renmark Primary School,,"58 Murtho Street, Renmark SA 5341",dl.0376.Admin@schools.sa.edu.au,(08) 8586 5737,(08) 8586 4020,Ms Lyn Bretag,1,352,Primary Schools
378,Renmark West Primary School,,"327 Tarcoola Street, Renmark SA 5341",dl.0378.Admin@schools.sa.edu.au,(08) 8595 1340,(08) 8595 1226,Ms Judy Cottam,1,184,Primary Schools
379,Reynella Primary School,,"55-63 Concord Drive, Old Reynella SA 5161",dl.0379.Admin@schools.sa.edu.au,(08) 8381 1493,(08) 8322 2939,Ms Michele Russell,17,466,Primary Schools
1044,Reynella South Primary School,,"119-135 Sherriffs Road, Reynella SA 5161",dl.1044.Admin@schools.sa.edu.au,(08) 8381 1407,(08) 8381 4932,Ms Karen Knox,17,136,Primary Schools
381,Richmond Primary School,,"8 Surrey Road, Keswick SA 5035",dl.0381.Admin@schools.sa.edu.au,(08) 8293 1863,(08) 8297 1782,Tracey Davies,10,307,Primary Schools
1051,Ridgehaven Primary School,,"479 Milne Road, Ridgehaven SA 5097",dl.1051.Admin@schools.sa.edu.au,(08) 8264 5277,(08) 8396 1715,Ms Jean Perks,3,280,Primary Schools
685,Risdon Park Primary School,,"Kingston Road, Port Pirie SA 5540",dl.0685.Admin@schools.sa.edu.au,(08) 8632 2226,(08) 8632 5085,Ms Carolyn Clinton,19,406,Primary Schools
1427,Riverdale Primary School,,"15 de Mille Street, Salisbury Downs SA 5108",dl.1427.Admin@schools.sa.edu.au,(08) 8281 7166,(08) 8281 7178,Ms Kathryn Gilmour,3,318,Primary Schools
